adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,"{'id': 17235, 'name': 'Hellboy Collection', 'poster_path': '/81B1OdGY7f3TVN06eKra25vHzYk.jpg', 'backdrop_path': '/i6WF7cYiogl8g5ryZDbZBw8RNVN.jpg'}",66000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",http://www.sonypictures.com/homevideo/hellboy/,1487,tt0167190,en,Hellboy,"In the final days of World War II, the Nazis attempt to use black magic to aid their dying cause. The Allies raid the camp where the ceremony is taking place, but not before a demon - Hellboy - has already been conjured. Joining the Allied forces, Hellboy eventually grows to adulthood, serving the cause of good rather than evil.",13.206854,/3fAWzI9MUosggdGMu7EaDhn44m6.jpg,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Revolution Studios', 'id': 497}, {'name': 'Dark Horse Entertainment', 'id': 552}, {'name': 'Lawrence Gordon Productions', 'id': 840}, {'name': 'Starlite Films', 'id': 21497}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2004-04-02,99318987.0,122.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,From the Dark Side to Our Side.,Hellboy,False,6.5,2278.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",,179715,tt0431259,en,Meleğin Düşüşü,"Zeynep, Tülin Özen works in a hotel as a housekeeper. But she suffers hell on earth because of her father's behavior. She only talks to Mustafa, 'Engin Dogan' who works in the same hotel and he is interested in Zeynep. She is not interested in Mustafa who is younger than Zeynep, but she is not indifferent to him. While Zeynep is trying to make a bonfire of bad situation, Selçuk, Budak Akalin who lives on the other side of city is a voice technician. He feels guilty after his wife's death. The suitcase which has his wife's dresses changes the Zeynep's destiny.",0.037666,/z8SrgtTQSRbopi0CtTYMqLBf8Df.jpg,"[{'name': 'Greek Film Center', 'id': 7254}]","[{'iso_3166_1': 'GR', 'name': 'Greece'}, {'iso_3166_1': 'TR', 'name': 'Turkey'}]",2005-02-03,0.0,98.0,"[{'iso_639_1': 'tr', 'name': 'Türkçe'}]",Released,,Angel's Fall,False,5.0,1.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,72026,tt0059159,ja,悦楽,"A corrupt businessman blackmails the lovelorn reprobate Atsushi into watching over his suitcase full of embezzled cash while he serves a jail sentence. Rather than wait for the man to retrieve his money, however, Atsushi decides to spend it all in one libidinous rush—fully expecting to be tracked down and killed.",1.029596,/g5mmtpwgpY85OffuIYCTqNhDtoc.jpg,"[{'name': 'Shôchiku Eiga', 'id': 5070}, {'name': 'Sozosha', 'id': 9182}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1965-08-29,0.0,104.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Pleasures of the Flesh,False,6.0,5.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",,42848,tt0125879,en,Lulu on the Bridge,"This film is about a famous jazz saxophonist, Izzy who's life is forever changed after he is accidentally shot.",1.415493,/1W6uXRHDiB66U3RKzgYeKWdNpey.jpg,"[{'name': 'Capitol Films', 'id': 826}, {'name': 'Redeemable Features', 'id': 1483}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-09-06,0.0,103.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Is she real? ..or did he make her up?,Lulu on the Bridge,False,5.8,5.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",,85242,tt0120414,en,Underworld,"A crook sets out to get revenge on the thugs who hurt his father in this bloody noir-style crime drama. After being released from prison, Johnny Crown (Denis Leary) goes after Frank (Joe Mantegna), one of the mobsters involved in a series of Father's Day killings. But Johnny isn't certain Frank is responsible for his father's injuries and seeks help from a sex therapist (Annabella Sciorra) to make sure he's got the right man.",0.005555,/nxBdph9qJmYtRJQW5AP2Cklb2S6.jpg,[],[],1996-06-01,0.0,95.0,[],Released,Sometimes revenge is the best therapy.,Underworld,False,6.0,1.0
False,,300000,"{'id': 35, 'name': 'Comedy'}",http://www.livingwillmovie.com/,76234,tt1754141,en,Living Will...,"Will's best friend and roommate Belcher, (Ryan Dunn) a party bum slacker, returns from the dead as a cocky, mischievous, and perverted ghost. He soon discovers his cousin, Krista, has shacked up and moved in with his best friend, Will. Belcher will do anything and everything to destroy this relationship and get his prank buddy back.",0.236172,/nXdYmLtfbIIkRivTjJDrtg89Qix.jpg,"[{'name': 'Future Films', 'id': 10843}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-10-04,0.0,101.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,They were the best of times. They were the worst of times...,Living Will...,False,4.7,5.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",,72483,tt0120392,en,The Twilight of the Golds,"When Suzanne Stein has a genetic analysis done on her unborn child, she discovers that although she has a healthy baby, the child will most likely be born gay, like her brother, David. She must decide whether to keep the child, or to have an abortion. Her family enters a crisis about love and acceptance as she makes this difficult choice. Written by Phil Fernando",0.099879,/8seOCtnqo8Evmou87HdQPcc3BRg.jpg,"[{'name': 'Regent Entertainment', 'id': 1341}, {'name': 'Showtime Networks', 'id': 4343}, {'name': 'Below The Belt Entertainment', 'id': 39611}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996.03.22,0.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Ten fingers, ten toes... and gay. Do you still want him?",The Twilight of the Golds,False,7.8,2.0
False,,6000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",,21115,tt0416499,ko,바람의 파이터,"An account of karate competitor Choi Yeung-Eui who went to Japan after World War II to become a fighter pilot but found a very different path instead. He changed his name to Masutatsu Oyama and went across the country, defeating martial artists one after another. This film concentrates on the period when he is still young, and developing his famous karate style, Kyokushin.",2.145287,/nQHG3CiqjLsu9JahA66FI6WcUBQ.jpg,[],"{'iso_3166_1': 'KR', 'name': 'South Korea'}",2004-08-12,0.0,120.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,,Fighter In The Wind,False,6.7,25.0
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,14407,tt0408828,en,Guy X,"A black comedy set in 1979, about a soldier mistakenly posted to an Arctic military base.",0.639513,/8MDjoijybDrNqXc79E5fJwFXjfB.jpg,[],[],2005-06-06,0.0,101.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'pl', 'name': 'Polski'}]",Released,,Guy X,False,6.1,5.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",,41653,tt0107349,sv,Kådisbellan,"Stocholm in the 1920s. Young Roland lives with his socialist father, Jewish mother and a boxing brother. His mother sells condoms illegally, and from them, Roland makes slingshots which he sells. His rebellious ways has gotten him the special attention of his school teacher, who always makes sure that Roland is punished. Roland also tries to make extra money by repairing bicycles, a successful business that in the end lands him in hot water.",1.764582,/2ghEU2JcFqHGTNr9h7p17eC3zPA.jpg,"[{'name': 'SVT Drama', 'id': 157}, {'name': 'Nordisk Film', 'id': 235}, {'name': 'Svensk Filmindustri (SF)', 'id': 6181}, {'name': 'Svenska Filminstitutet (SFI)', 'id': 7446}]","[{'iso_3166_1': 'DK', 'name': 'Denmark'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}]",1993-09-24,0.0,102.0,"[{'iso_639_1': 'sv', 'name': 'svenska'}]",Released,"If growing up were easy, everybody would do it.",The Slingshot,False,6.2,10.0
False,,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",,43616,tt1354564,fr,Le Roi de l'évasion,"Armand, a man who sells farm machines in the country, is a popular middle-aged homosexual. Just as he was getting sick of life, he falls in love with a young girl called, Curlie, and goes on the run from her parents and the police.",0.917276,/r3pPKFK1UHcrBttFxmbroFV5tRl.jpg,"[{'name': 'Les films du Worso', 'id': 7395}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2009-07-15,0.0,97.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,The King of Escape,False,6.9,9.0
False,"{'id': 87220, 'name': 'Smokey and the Bandit Collection', 'poster_path': '/XYTaoh3qo6gYvJ8UAtnY9icY2Z.jpg', 'backdrop_path': '/ldGGb98U7ytidfLHY5wKazeB6MO.jpg'}",0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",,15120,tt0086325,en,Smokey and the Bandit Part 3,"The Enos duo convince Cletus, aka The Bandit, to come out of hiding and help them promote their new restaurant. With a little coaxing, he agrees, producing an almost-creaky Trigger as his mode of transport. But his nemesis, Sheriff Buford T. Justice, is on the hunt, forcing Cletus and Trigger to hit the road. Can they steer clear of the vengeful sheriff?",13.721966,/1LPiWLGAyZwEgYgpq4U2KtrM38m.jpg,"[{'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1983-08-12,5678950.0,,"[{'iso_639_1': 'cs', 'name': 'Český'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hu', 'name': 'Magyar'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,Smokey's Back! And The Bandit is at it again!,Smokey and the Bandit Part 3,False,4.4,49.0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,61144,tt0102861,en,Scorchers,"Bayou La Teche, Louisiana sizzles as the Cajun town celebrates the wedding of Splendid and Dolan. The trouble comes on the wedding night when Splendid is determined to maintain her innocence. On the other side of town Splendids' cousin has her own problems. Her man has been sleeping with Thais, the town hooker. She heads to the Tiger Cafe with gun in hand to get back her man.",0.187811,/o0qekdzw4rCqLKhy7t49zrWiw4.jpg,[],[],1991-07-07,0.0,88.0,[],Released,,Scorchers,False,4.8,3.0
False,"{'id': 313234, 'name': 'Warriors of the Rainbow: The Seediq Bale Saga', 'poster_path': '/yMEfqUojPRBwa3EgQrgmDc1emwk.jpg', 'backdrop_path': '/uoEJjaPHXG33t5z7ffHdNXwE52s.jpg'}",25000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}]",,98344,tt2007993,zh,賽德克．巴萊(上)太陽旗,"Mouna Rudo was born and raised among the Seediq people, an indigenous tribe in Taiwan, and as he grew to be a man he became a member of the Seediq Bale, a courageous band of native warriors. However, Rudo's way of life is threatened under the yoke of occupying forces from Japan, who took over the nation in 1895. As Rudo sees the traditions and honor of his people stripped away, he realizes the time has come to fight back, and in 1930 he brings together a group of former Seediq Bale soldiers, many of whom have been reduced to infighting, and molds them into a revolutionary army. Rudo and his comrades make their stand when they confront Japanese occupation troops at a youth athletic event, leading to a violent confrontation between the Seediq forces and their oppressors. Warriors of the Rainbow: Seediq Bale - Part 1: The Sun Flag is Part one of the two-part, four-hour Taiwanese edition of the film Warriors of the Rainbow.",1.744789,/qVm8vruJpfVjcy5WtM7fdQH8NTI.jpg,"[{'name': 'ARS Film Production', 'id': 4129}]","[{'iso_3166_1': 'TW', 'name': 'Taiwan'}]",2011-04-09,0.0,144.0,"[{'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'zh', 'name': '普通话'}]",Released,A man rises up to lead his people in a brave and risky struggle for freedom in this epic-scale historical drama.,Warriors of the Rainbow: Seediq Bale - Part 1: The Sun Flag,False,6.7,19.0
False,,1300000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,215924,tt2414046,es,Los insólitos peces gato,"Young Claudia works in a supermarket where she promotes various types of products. One night, she ends up in the emergency room with severe appendicitis and meets Martha, a patient, laying in the bed next to hers.",1.573126,/jhJnHpPE4IOOFXKmlVpQQxHiphA.jpg,"[{'name': 'Cine Canibal', 'id': 16496}]","[{'iso_3166_1': 'MX', 'name': 'Mexico'}, {'iso_3166_1': 'FR', 'name': 'France'}]",2013-08-10,0.0,87.0,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,,The Amazing Catfish,False,5.7,17.0
False,,6000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",http://www.paramountvantage.com/virginsuicides/html_3/,1443,tt0159097,en,The Virgin Suicides,"A group of male friends become obsessed with five mysterious sisters who are sheltered by their strict, religious parents.",10.505387,/uokfCMwTIyYaXfo3KoNSmzvjXn1.jpg,"[{'name': 'American Zoetrope', 'id': 70}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1999-04-21,10409377.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Beautiful, mysterious, haunting, invariably fatal. Just like life.",The Virgin Suicides,False,7.1,841.0
False,,0,"[{'id': 878, 'name': 'Science Fiction'}]",,76825,tt0093791,el,Πρωϊνή Περίπολος,,1.074156,/2OYLkV14gMTCp0Yw6byNxgityh2.jpg,"[{'name': 'Greek Film Center', 'id': 7254}]","[{'iso_3166_1': 'GR', 'name': 'Greece'}]",1987-10-08,0.0,108.0,"[{'iso_639_1': 'el', 'name': 'ελληνικά'}]",Released,,Morning Patrol,False,6.1,6.0
False,,4000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",http://tickets.picturehouseentertainment.co.uk/gb/the-lobster/,254320,tt3464902,en,The Lobster,"In a dystopian near future, single people, according to the laws of The City, are taken to The Hotel, where they are obliged to find a romantic partner in forty-five days or are transformed into beasts and sent off into The Woods.",11.223033,/yR60EqMGS9hHq9I5Pkq2hG984TP.jpg,"[{'name': 'Haut et Court', 'id': 726}, {'name': 'Eurimages', 'id': 850}, {'name': 'Lemming Film', 'id': 2345}, {'name': 'Element Pictures', 'id': 3353}, {'name': 'Nederlands Fonds voor de Film', 'id': 4508}, {'name': 'Canal+', 'id': 5358}, {'name': 'Greek Film Center', 'id': 7254}, {'name': 'Film4', 'id': 9349}, {'name': 'Ciné+', 'id': 10611}, {'name': ""Centre National du Cinéma et de L'image Animée (CNC)"", 'id': 17298}, {'name': 'Faliro House Productions', 'id': 19246}, {'name': 'Scarlet Films', 'id': 71265}, {'name': 'Institut Français', 'id': 72595}, {'name': ""L'Aide aux Cinémas du Monde"", 'id': 72596}, {'name': 'Limp Films', 'id': 72597}, {'name': 'Ministère des Affaires étrangères et du Développement International', 'id': 72598}, {'name': 'Protagonist Films', 'id': 72599}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GR', 'name': 'Greece'}, {'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'NL', 'name': 'Netherlands'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2015-10-08,15656193.0,118.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,An unconventional love story...,The Lobster,False,6.7,1340.0
False,,0,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",,22084,tt1090750,en,Dadnapped,"Melissa has a bad case of sibling rivalry, only her competition is a fictional character in her father's best-selling novel about a teenage super spy. When her father is ""dadnapped"" by a group of overzealous fans, it's up to Melissa to help him by tapping her inner superhero.",6.60929,/52nlAdAO3WJ47gQ91FlJmY6pEon.jpg,"[{'name': 'Salty Pictures', 'id': 42053}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-01-01,0.0,84.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Dadnapped,False,4.6,65.0
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",,11107,tt0116168,en,Eddie,"Eddie is a New York limo driver and a fanatical follower of the New York Knicks professional basketball team. The team is struggling with a mediocre record when, in mid-season, ""Wild Bill"" Burgess, the new owner, as a public relations gimmick, stages an 'honorary coach' contest, which Eddie wins. The fans love it, so ""Wild Bill"" fires the coach and hires her. She takes the bunch of overpaid prima",3.09233,/xl4WRePyVL9GYEnGmOSKbU0Hd8g.jpg,"[{'name': 'Hollywood Pictures', 'id': 915}, {'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'Island Pictures', 'id': 3492}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-05-31,0.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,The newest coach in the NBA has got the Knicks right where she wants them.,Eddie,False,5.4,46.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",,38414,tt0112387,fr,L'appât,"With the ambition to start a boutique overseas but without the means to do so, Nathalie finds herself in a desperate situation, where she would do anything to acquire what she needs. Along with her boyfriend, Eric, and his friend Bruno, she concocts a plan where she seduces clueless men and accompanies them to their places, then allows Eric and Bruno to break in. But the three soon encounter trouble after one of their schemes ends in murder.",1.343707,/fb8M31TFUwiByAXk9PfCqlEx3RH.jpg,"[{'name': 'France 2 Cinéma', 'id': 83}, {'name': 'Hachette Première', 'id': 582}, {'name': 'M6 Films', 'id': 1115}, {'name': 'Little Bear', 'id': 16772}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1995.03.08,0.0,117.0,"[{'iso_639_1': 'fr',",Released,Young. Beautiful. Deadly.,Fresh Bait,False,6.7,11.0
False,,0,"[{'id': 99, 'name': 'Documentary'}]",,34424,tt0141716,en,Party Monster,"""Party Monster: The Shockumentary"" tells the story of the rise and fall of Michael Alig, a kid from Middle America who aspired to take the place of Andy Warhol. Michael quickly rose to become the biggest party promoter in New York and King of the so-called Club Kids. But after spiraling into drug addiction, Michael brutally murdered his roommate Angel Melendez.",0.626864,/m18PcVfwbNzywKiDdVzjsnU4ErK.jpg,[],[],1998-06-11,0.0,57.0,[],Released,,Party Monster: The Shockumentary,False,6.4,10.0
False,,0,"[{'id': 99, 'name': 'Documentary'}]",,15752,tt0211219,en,Barenaked in America,"A rockumentary about the Canadian rock band Barenaked Ladies's life, in a nutshell.  It follows the band on its Stunt Tour.",0.092135,/2JIeGp6VnqnU1IdJYRtKKLZ1acy.jpg,[],[],,0.0,0.0,[],Released,,Barenaked in America,False,1.0,1.0
False,,0,"[{'id': 99, 'name': 'Documentary'}]",,42697,tt0061988,en,Mondo Hollywood,"Long considered a cult classic, ""Mondo Hollywood"" captures the underside of Hollywood by documenting a moment in time (1965-67), when an inquisitive trust in the unknown was paramount, hope for the future was tangible and life was worth living on the fringe. An interior monologue narrative approach is used throughout the film, where each principal person shown not only decided on what they wanted to be filmed doing, but also narrated their own scenes. The film opens with Gypsy Boots (the original hippie vegan - desert hopping blender salesman), and stripper Jennie Lee, working out 'Watusi-style' beneath the 'Hollywood' sign -- leading into the 'sustainable community' insight of Lewis Beach Marvin III, the S&amp;H Green Stamp heir, who lived in a $10 a month garage while owning a mountain retreat in Malibu.",0.038659,/c3Gfq13bK9BqScni6dpI2dtKkbX.jpg,"[{'name': 'Omega-Cyrano Productions', 'id': 80115}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1967-06-30,0.0,120.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Hollywood laid bare!,Mondo Hollywood,False,3.0,1.0
False,,2000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,40341,tt0120627,en,Carnival of Souls,"Alex Grant is a troubled young woman, 20 years ago, she witnessed her mother get murdered by a carnival clown. She has nightmares of the clown - Louis Seagram. First a kind man then turned bad and also tried to rape Alex's mother. Alex fears for her life, worrying that Louis might come after her and her younger sister. One day Louis returns after being released from prison for murdering Alex's mother and tries to kill Alex. Alex dries the car that she and Louis are in into the river, then she begins to have hallucinations, she begins to lose her mind",2.957349,/rQkgKW5BNQSwouXRIyUpHjPyOyr.jpg,"[{'name': 'Trimark Pictures', 'id': 4063}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-08-21,0.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Enter at your own risk!,Carnival of Souls,False,3.4,9.0
False,"{'id': 413661, 'name': 'Charlie Chan (Sidney Toler) Collection', 'poster_path': '/y0xWQpLRattvypZXF5ZiuipsD2U.jpg', 'backdrop_path': None}",0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",,33389,tt0031148,en,City in Darkness,Chan goes to Paris for a reunion with friends from World War I. There he investigates the murder of a munitions manufacturer who was supplying arms to the enemy. At the end Charlie preaches to us about the dangers of peace conferences.,1.068644,/bpdnYBhfDywSetB5Jc36mHIEMKm.jpg,[{'name': 'Twentieth Century Fo,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1939-11-15,0.0,75.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,PARIS! BLACKOUT!...but there's no blackout for crime...and the great detective is commandeered!,City in Darkness,False,6.8,6.0
False,"{'id': 201930, 'name': 'Blacula Collection', 'poster_path': '/a6vO8xlFstWmMCOUACrkQHWuCHo.jpg', 'backdrop_path': '/iD8e6pN4zkPlBOaqu42H8snZt5a.jpg'}",0,"[{'id': 27, 'name': 'Horror'}]",,42466,tt0070656,en,Scream Blacula Scream,"After a dying Voodoo queen chooses an adopted apprentice as her successor, her true heir is outraged. Seeking revenge, he buys the bones of Blacula the vampire off of a dealer, and uses voodoo to bring the vampire back to do his bidding. In turn, Blacula turns him into a vampire and makes him his slave. Meanwhile, a police officer with a large collection of African antiques and an interest in the occult investigates the murders caused by Blacula and his vampire horde.",1.059192,/fNj2dm4YTboK73uNcctP9ABzl6i.jpg,"[{'name': 'American International Pictures (AIP)', 'id': 9266}, {'name': 'Power Productions', 'id': 20227}]","{'iso_3166_1': 'US', 'name': 'United States of America'}",1973-06-27,0.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The black prince of shadows stalks the earth again!,Scream Blacula Scream,False,6.0,17.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,373476,tt4230700,en,Complete Unknown,,4.062516,/lXGEhxX7PYtZOTkQfZhjEM0HkKZ.jpg,"[{'name': 'Parts and Labor', 'id': 6531}, {'name': 'Great Point Media', 'id': 52352}, {'name': 'Heron Television', 'id': 81862}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-08-26,187145.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,You are who you say you are.,Complete Unknown,False,4.9,47.0
False,"{'id': 135483, 'name': 'Taken Collection', 'poster_path': '/4PNFiSaJWvWhkdOw0KF9Vf7v3gC.jpg', 'backdrop_path': '/hO1R1TI429PjkOjby4dTPBrWFwn.jpg'}",48000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",http://www.taken3movie.com/,260346,tt2446042,en,Taken 3,"Ex-government operative Bryan Mills finds his life is shattered when he's falsely accused of a murder that hits close to home. As he's pursued by a savvy police inspector, Mills employs his particular set of skills to track the real killer and exact his unique brand of justice.",18.081483,/ikDwR3i2bczqnRf1urJTy77YTFf.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'M6 Films', 'id': 1115}, {'name': 'Canal+', 'id': 5358}, {'name': 'Grive Productions', 'id': 6877}, {'name': 'EuropaCorp', 'id': 6896}, {'name': 'Ciné+', 'id': 10611}, {'name': 'M6', 'id': 11261}, {'name': 'TSG Entertainment', 'id': 22213}, {'name': 'Taken 3', 'id': 87854}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-12-16,325771424.0,109.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It Ends Here,Taken 3,False,6.1,2225.0
False,,2000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",http://www.starzglobal.com/title.php?title=anannyforchristmas,50652,tt1572008,en,A Nanny for Christmas,"Ally (Emmanuelle Vaugier) is a smart young career woman who needs a new job. Samantha (Cynthia Gibb) is a busy Beverly Hills advertising executive/mom whose too-well-mannered kids need some fun in their lives. And Danny Donner (Dean Cain) is the tough-guy owner of a chocolate company who wants a major ad campaign immediately. Could it all somehow lead to the Christmas that changes everyone's lives forever? Richard Ruccolo, Sierra McCormick, Jared Gilmore and Sarah Thompson co-star in this surprising comedy about little white lies, big holiday wishes, and a woman who may just find love in the most unexpected places by becoming A NANNY FOR CHRISTMAS.",1.449353,/wtKVfVNH6KfDMDDUekeOUEv1BdG.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-11-23,0.0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Sometimes great gifts come in unexpected packages,A Nanny for Christmas,False,5.2,12.0
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",,17831,tt0027075,en,A Tale of Two Cities,"The exciting story of Dr. Manette, who escapes the horrors of the infamous Bastille prison in Paris. The action switches between London and Paris on the eve of the revolution where we witness 'the best of times and the worst of times' - love, hope, the uncaring French Aristocrats and the terror of a revolutionary citizen's army intent on exacting revenge.",7.737271,/wKnAUFV9W9K3aYarNE6DBcxc8Fd.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1935-12-25,0.0,128.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,The Immortal Story of Love and Intrigue During French Revolution!,A Tale of Two Cities,False,6.5,16.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",,290075,tt1305131,ko,모던 보이,"LEE Hae-myung is proud to be the most modern boy in Seoul, living in the 1930’s at the height of its early development. With his Japanese friend Shinsuke, he enjoys the high life, seducing modern girls in dance halls and cafes. One day, in a basement dance hall, he discovers CHO Nan-shil, a startlingly beautiful chanteuse who calls herself “Laura,” and is transfixed at first sight. They start to go out together. However, Nan-shil takes Hae-myung’s assets and disappears without a trace, while he believes that she also falls in love with him. Hae-myung’s unstoppable love and dreams for Nan-shil can be ultimately attained.",0.006784,/58G8JS9WfQ7Dm1IVWN4rCV0uOd1.jpg,"[{'name': 'CJ Entertainment', 'id': 7036}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2008-10-02,0.0,121.0,"[{'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,,Modern Boy,False,0.0,0.0
